,gene_name,0528 cell,0528 EV,0618 EV,0622 EV,0618 cell,0622 cell
2723,RPL11,90586340.020006,17615677.981708,21258844.770147,17858522.925588,87254240.16007,109508211.60268101
2724,RPL12,73318259.591673,13386787.909923,33820315.238387,14759012.360026,76642537.09544,91550764.58547
2725,RPL13,151419575.413,16994448.55677,19235353.28325,19269034.55989,200894748.78350002,152196444.90579998
2726,RPL13A,236248233.82263,42383923.63036,51776342.575,36006542.52888,251488320.16117,226571882.49444
2727,RPL14,97110151.01535,21320643.037133,27612965.183702,19963690.19653,105054196.6543,106211330.37573001
2728,RPL15,100610527.08442001,22435110.582213,40756983.55037,15558213.583147,124483230.29739,88678791.08264
2729,RPL17,111352129.04427001,15710737.682077,18519837.439076997,16800420.290785998,112305490.33898,124250368.23501
2730,RPL18,54072966.6119,11601384.27392,19732120.2212,10323999.95464,66382229.9372,61577128.6991
2731,RPL18A,70959308.5777,14727752.88104,18301519.04497,16422321.9153,80835545.77677,79970658.51392001
2732,RPL19,92352815.39025,8394916.720477,7340340.75995,9667003.721671,124246914.46968,93799792.09647
2733,RPL21,69903340.00646,13395464.9995,17380435.21266,10228605.69744,89014607.50284,74577368.3678
2734,RPL22,82511821.792413,14507725.048534,39222472.487094,15398440.32347,106675196.090977,93935705.605368
2735,RPL23,202832305.93219998,26551497.91822,26813275.4691,23665334.81746,247179319.7472,228763355.9642
2736,RPL23A,109608280.5122,7646733.45476,14490897.42581,9298385.32437,104578107.0376,133460248.8072
2737,RPL24,86155792.06971,14552743.783381,18950404.528219998,14846777.027173001,83266906.5266,92475347.58138
2738,RPL26,134702502.37265998,24823309.165289998,32482426.84224,22861848.78688,181069102.60662,153819339.56988
2739,RPL27,75137738.1849,20129111.24479,28447367.3845,21800866.39871,79645878.1326,80104916.2367
2740,RPL27A,114470091.13409999,15731675.37943,20295062.978927,14597171.746790001,133995544.74159999,119271236.7857
2741,RPL28,89729801.1848,13497366.23138,15762003.38971,13460357.87479,114525354.6671,93390443.9943
2742,RPL29,29230046.94685,1708342.18869,1808206.624473,1966920.825897,37495421.45534,25848599.29258
2743,RPL3,192498036.48747,44054933.826573,64169424.567083,37103797.190907,226153606.88657,211004578.47731
2744,RPL30,52007865.75496,11470135.43962,22944574.459235,11308947.384526,65772381.31973,65175980.87867
2745,RPL31,107445945.77413,8052029.798489001,10786073.321117,9018722.693254,133948714.22319,127837918.6455
2746,RPL32,39474424.1316,5125944.33354,7139607.32439,5628877.35095,48087659.8494,35394052.9019
2747,RPL34,147323631.49347,25060570.452558,33366686.160761,17963332.81812,152441854.44523,158409446.75657
2748,RPL35,100624193.17199999,10232511.5103,14317787.9735,10531696.234000001,102266511.532,105603228.215
2749,RPL35A,76102374.5096,19373960.42326,22596615.775849998,13738407.49704,93149950.0987,92063655.402
2750,RPL36,48430317.918400005,4810560.23093,6292381.8708,4996969.67523,59142957.952999994,47086316.345300004
2751,RPL36A,17498793.965,2145583.147,2066210.8537,2071918.8053000001,15775960.467,19667589.356
2752,RPL36AL,46127737.5251,6043865.23198,6532837.54662,5006545.479529999,37885940.0618,55297528.079900004
2753,RPL37,66287613.84358001,8364058.32793,11680021.73601,8291985.3921799995,82426272.2507,70222241.17119
2754,RPL37A,18114968.746,3168398.5042000003,5223859.0172,3200953.016,24474443.981,23195824.435
2755,RPL38,28398129.1352,2960072.10499,3974184.3685999997,3828250.8323,26176399.043700002,34410539.0588
2756,RPL4,319798636.42977,58914818.822422,73988791.071956,47173680.55398,350102931.18294,316667933.667
2757,RPL5,257729930.48439,48271872.738654,66341449.451093,45308135.76096,291554550.92712,299257720.15757
2758,RPL6,169406365.7572,26797450.028477002,37028416.44652,22900508.97023,207391884.11563,176343478.88594002
2759,RPL7,107777702.512866,24622292.38216,32593536.109936,20355710.779397,124001592.081149,114098332.801691
2760,RPL7A,163555207.48892,33749332.98724,47879812.460370004,27447796.755532,185927246.377,178077279.48477998
2761,RPL7L1,5966508.17901,1652218.84286,2865371.28254,1281275.28202,7070307.6537999995,6711518.0202
2762,RPL8,134211067.858,14721213.91896,17670215.61642,16568412.90874,192485567.8397,138538359.8117
2763,RPL9,66709943.58417,11588371.714677,15436365.447918,10975039.657319,86074309.21524,75179540.5273
2764,RPLP0,125312021.32033,28551231.558387,67105227.803646,29387097.107698,146102341.05893,147937883.06508002
2765,RPLP1,23934879.8236,2587737.89773,5270419.39828,3367562.93571,28252367.1959,29643829.4335
2766,RPLP2,72185125.05207,11086956.568377,20354174.6653,11733431.738265,83644374.08446,88751797.47186999
2767,RPN1,200490705.77818,12611035.623856999,11128356.680554,17694224.658588,232819504.83995,209759143.11466
2768,RPN2,37925201.18113,3750330.590768,4071981.18528,4768984.94239,42865998.74328,41630628.0741
2769,RPP30,1224806.4746,559321.7324,1008297.0049999999,533384.0124,2138972.7111,1667857.1216
2770,RPRD1B,4234478.3271,680033.36894,1318584.10464,1396123.0692399999,5398075.8495000005,4672480.6954
2771,RPRD2,200642.3606,54144.04488,54709.44017,59126.94562,270924.1455,285913.0332
2772,RPS10,103103873.53121,17459784.708853,25542585.467496,16982315.959695,126460510.49562,122860040.16876
2773,RPS11,131763544.68980001,35920789.734391004,41970036.336999,28381923.645783998,136899031.01764,161764793.84889
2774,RPS12,39057138.9858,6843464.08497,11674920.37674,7238216.87261,42126027.62312,49669537.8187
2775,RPS13,147640916.43528,56592276.786768004,74231794.32842,42856521.611899994,193572580.89176,156621082.88806
2776,RPS14,50053810.341800004,6469110.45772,8389767.42558,7981619.08254,68412945.3457,60982971.7367
2777,RPS15,383171.9961,64012.786340000006,134726.14020999998,115057.06352,502824.724,479708.06590000005
2778,RPS15A,102455957.24599001,20538537.576859,32983787.62685,17711684.29118,101549766.59047,115403223.81104
2779,RPS16,144463239.03714,41969332.63203,54970822.1541,28987850.837869998,215160600.30029,158675326.66318
2780,RPS17,52915637.624019995,6090763.802468,10264925.361345,6843320.664136,53569928.29571,64299871.1737
2781,RPS18,70289228.97309,16422889.36998,21400101.52963,14035980.35673,93351900.92588,81347928.02478
2782,RPS19,117478151.37534,8722457.94086,17991639.833688,11072723.714342,136649488.98538,130565173.16875
2783,RPS19BP1,288508.1204,64347.80272,94029.83788,90010.6283,559510.8793,297427.7141
2784,RPS2,157360515.5127,52639841.21562,79614705.03105,41580778.69314,197607866.8308,187492925.09443
2785,RPS20,55804544.84002,10339277.966002,15540842.94544,9388952.570187999,71620048.01561,69405979.72714
2786,RPS21,50797843.84868,4687094.648085,6030713.327335,6448229.07914,52569974.11046,59576125.535620004
2787,RPS23,64716912.567099996,13573725.192680001,17005599.4667,10744320.01434,87335441.20910001,72907581.8291
2788,RPS24,85312172.64753,18003328.25734,26914474.51855,12387232.8072,93287506.35651,99499034.36958
2789,RPS25,97006642.81535,13313635.619983,20582256.465350002,12577056.663495999,114971079.59273,108335902.46530999
2790,RPS26,32589279.2389,6442500.7115,8847754.626600001,5768225.841600001,42258494.6595,39834692.163100004
2791,RPS27,2996911.8170000003,596385.0902,653832.1846,601811.9433,2330777.0897,4036507.139
2792,RPS27A,1171584015.93573,571313281.165957,534671759.25396496,408992826.454566,1220541003.01235,1226582862.60916
2793,RPS27L,16134236.5759,2105141.48542,2881899.29553,2737814.055964,22129952.317139998,15524534.86255
2794,RPS28,32359287.96187,1517413.978926,1883060.8934535,1908730.807034,43296963.12148,34581147.7185
2795,RPS29,16366227.3686,894328.9897,1373884.66002,621979.27063,25765199.15,16246074.3609
2796,RPS3,225651753.0746,78637078.09248,113243324.68947,53112360.45606,271460063.48364,272572354.56424
2797,RPS3A,249349364.34878102,59736297.860355,87774946.9711,49716563.858973,278274798.67572796,276060055.97328997
2798,RPS4X,168233669.38904,43998310.81565,54677528.74171001,30411062.38458,224932886.51270998,174922909.49888998
2799,RPS4Y1,60926730.1008,16371157.05579,19537857.121799998,11194728.20204,76081344.0387,76835208.406
2800,RPS5,65521109.1663,11726599.71228,16808826.17978,10721589.11426,106893103.4517,64844018.735
2801,RPS6,148326961.40872002,33289935.39933,47827452.25885,27601202.60178,147467944.99658,174557487.93615
2802,RPS6KA3,5573401.416,1243523.4761,1241421.0679000001,1327764.838,5827874.5374,7189767.068
2803,RPS7,108309300.73909,18833300.040599998,33186279.73801,19729619.86477,127405747.70371,127871485.20018
2804,RPS8,44013706.56251,12237867.815134,16260535.65375,9688867.213547,44537496.57487,49962036.58364
2805,RPS9,142782976.21529,42845884.2022,62280431.03467,31481607.67068,174174914.21583,166683628.81401
2806,RPSA,78457810.894372,22904363.740865,28768004.884817,17030918.122414,97983220.309505,91481213.821959
2807,RPTOR,69978.53304,42351.99858,72081.11217,102797.3989,115709.6259,86439.2067
2808,RPUSD2,123887.6187,14834.87608,22433.10475,14378.05308,140285.8945,165562.6323
2809,RRAGC,4195135.1573,909042.402,1744679.6981000002,1146313.0403,5419400.8072999995,3956937.6763999998
2810,RRAS,3042680.4681,4713036.7491999995,3893859.7405000003,5195305.9282,2930568.8523,3837428.4812000003
2811,RRAS2,1567190.21557,1867871.9004199998,1795767.2444499999,3648727.91348,2408353.37638,1648930.0979399998
2812,RRBP1,328596677.87571,82517187.106342,114534696.238163,40405515.6000508,285492144.8289,330575479.1665
2813,RRM1,11747976.0085,4349946.7089,4854452.4845,4453097.6224,11536334.7343,15726050.1807
2814,RRM2,1968649.8226,422925.43625,550713.70433,593324.97639,1942034.5831,2419906.9781
2815,RRM2B,1253217.3397,344682.31139,571993.9944,416010.9016,1183063.8410999998,1579272.4267
2816,RRP1,2190698.7838,359540.76577,641681.534,432144.4881,3656836.5194,2329814.0795
2817,RRP12,25343339.51018,5588006.074764,7848876.053119999,5179996.701211,39370018.99138,24847267.30155
2818,RRP15,1538375.951,210722.6924,293700.7102,223674.358,2466350.322,1787991.672
2819,RRP7A,2139114.531,79250.18719,100323.2935,101714.8778,4088499.935,2117212.363
2820,RRP8,263043.4925,83887.30735,120842.9223,95146.62613,343295.2396,311434.8925
2821,RRP9,1364084.8847,279777.27,620830.2078,312432.2567,2609485.5626,1481264.2465
2822,RRS1,9787691.38156,1509550.56858,2723014.71728,2188085.08246,15276299.6385,10099969.50858
2823,RSF1,2088155.0304,697775.1757,1216816.4642,1174034.0397,2668583.9850000003,2672907.954
2824,RSL1D1,26946121.205530003,6083058.22507,12474846.52295,4855751.59849,34157692.8179,30292724.56299
2825,RSL24D1,6135560.607799999,982484.43492,1462686.3159,766245.69964,6941260.7144,6591892.5564
2826,RSU1,10050594.676,1653209.45389,2833136.11028,2950895.9194,12768400.9845,9560488.0959
2827,RTCA,5123929.375,1561548.9692000002,3311569.30516,1936120.0644,7289700.0703,4810535.1637
2828,RTCB,34327404.26632,8804159.38907,10836388.09351,8357707.73699,44581395.41206,39613826.65438
2829,RTKN,228728.7769,72943.28838,102608.9023,93520.69015,442327.5652,303666.8865
2830,RTL8C,122949.2036,36343.44939,42029.38663,49839.85108,162193.9417,150346.732
2831,RTN3,29359407.9862,13560827.3795,21493850.963800002,8457072.5296,36695246.4076,35614536.463300005
2832,RTN4,106777309.735255,37768715.328063,52268610.984827,28164325.176786,167442570.165354,110341905.6482
2833,RTRAF,17332967.24511,2739540.54438,4043666.7419,4384953.0057,17601852.7399,22141845.691710003
2834,RUFY1,2189869.5213,597960.99862,672110.23892,706547.85084,2919739.122,2772427.3927
2835,RUVBL1,31438523.351298,16026492.961346,20847469.430274,15910001.933624,36299437.10728,40754156.37659
2836,RUVBL2,60011702.57319,28366977.72693,35179060.3856,25587004.836850002,73640538.28665,75314745.90132
2837,RWDD1,1267973.13,167548.2433,390515.7132,333732.3902,880298.6808,2042168.247
2838,S100A10,79401289.884,18223134.1598,10387081.6007,22784977.4788,37021309.9147,99205190.551
2839,S100A11,180311734.47757,25258636.124446,38717731.69664,29620046.93281,239387745.02261,159657803.64364
2840,S100A13,55373836.7888,11427971.12718,37667316.59683,15000414.53056,47149316.35577,58544209.0789
2841,S100A16,4633525.934,1694619.3711,2172722.0226,1848948.3477999999,7403283.008400001,5508274.2041
2842,S100A4,301047001.41537,37867312.961484,62350409.55221,45372910.462784,303575560.15803,307782190.61296
2843,S100A6,901078941.51201,189599347.78476998,265973385.67263502,201398524.129649,597338435.746575,669939475.2028
2844,SACM1L,9713514.9725,1164495.08834,1359075.2591,1647338.1874,12894060.967500001,9243337.3508
2845,SAE1,41975409.3292,7115862.28557,15577499.52735,8343975.21879,49556349.8427,51208093.7343
2846,SAFB,16473247.3258,1324540.90997,1899105.95113,1778319.09894,20660090.875099998,19855892.1674
2847,SAFB2,1852548.0279,217181.40172999998,234668.7037,329392.877,3101298.7199999997,2123393.4073
2848,SAMD4B,13287062.82895,1977532.771554,2920621.53721,2715976.68897,20106872.82129,16075031.14155
2849,SAMHD1,660192.6832,186061.42219,244837.12534,244566.94193,633591.4733,784651.398
2850,SAMM50,3354135.036,172843.37492,263531.8062,279932.469,5848486.946,3242956.108
2851,SAP18,9247282.367,1314115.9815,1718374.3059999999,1275965.4849,12779203.67,11135107.471
2852,SAP30,262410.26833,40449.56919,68411.83421,46506.06332,469116.1435,216570.37323
2853,SAR1A,23826291.7962,2841712.46139,3711840.522018,3083020.431097,21572256.83469,27065647.373889998
2854,SAR1B,7121551.443229999,1357242.244938,1447738.824569,1205143.06099,9675710.54303,8212497.97355
2855,SARNP,24996160.826899998,1179077.08182,1491643.59265,1800889.10832,25694019.4957,25045591.836
2856,SARS1,23798080.23747,6957046.35419,9442039.81037,6213041.87339,39154445.2608,24012056.8141
2857,SARS2,15053855.8409,1712901.686821,2676180.214539,2446942.79791,24734862.1642,17173771.2906
2858,SART1,660115.56454,113929.62965,127804.124929,154725.052333,1250017.1787999999,719377.30751
2859,SART3,7225000.7831,1801793.1360300002,3216633.4244,2098926.3262,9882455.7372,7554816.9432
2860,SBDS,19005454.520999998,5054896.3495000005,4691534.6951,4946946.3796,20600571.1861,23056781.6489
2861,SCAMP1,6059921.109300001,2058214.23719,2081968.28656,1910195.7508,9890472.7747,6701588.5251
2862,SCAMP2,719313.4845,421590.37248,1159364.5398,3057923.8016000004,1608379.0356,772881.2353000001
2863,SCAMP3,4902584.7616,1585235.44497,1740695.64568,1670496.56055,6492392.643,4894598.2512
2864,SCAMP4,6644878.46,3020960.0870000003,2928160.057,3133220.971,8819286.718,6579661.135
2865,SCARB1,9931577.36785,9445086.16158,6729349.92602,7964647.8859,8752467.96221,6437305.64094
2866,SCARB2,13122345.534699999,3467352.24181,3180575.10316,2273741.78072,15197899.1594,12257087.6351
2867,SCCPDH,3720630.5575,388718.01007,461925.05956,532833.1472,6526724.596,3756648.2364999996
2868,SCD,11083657.104400001,650807.17203,878770.87282,1090601.84525,11534710.602699999,13966787.8096
2869,SCFD1,2654752.3168,408768.94258,735200.3767,676532.6129000001,3801095.7553,2748357.9658
2870,SCFD2,244120.5203,52915.44715,83784.677,53093.7338,345089.9235,250348.0976
2871,SCP2,34979523.06122,1892808.184636,2584133.7656,2561096.38915,39020028.058,37296685.8006
2872,SCPEP1,9992814.27564,15741546.304450002,27173873.4452,8978611.65683,10518150.589,12313901.35089
2873,SCRIB,1498537.5532499999,707810.69117,739262.35491,1150921.221678,1968505.36448,1588004.51367
2874,SCRN1,22945870.9352,3425404.130293,5408578.390167,4831031.251364,27596706.8539,22868301.473249998
2875,SCYL1,1051881.1984,350467.19812,457328.1646,353130.1256,1152168.5477999998,1219546.3053
2876,SDC1,10519.78641,100390.5923,137935.0078,132159.767,2802.989083,10790.1287
2877,SDC2,261872.3748,2146645.895,1881258.22,1210865.573,225750.9864,363810.4665
2878,SDC4,2167801.6480759997,18042544.0154,23800493.2467,22390632.6395,1678925.3679,2680368.8895
2879,SDCBP,36380181.5189,224304370.45056,229448123.48801,169802514.19053,31904392.03754,34850808.79144
2880,SDF2,3691162.2145,727735.9117899999,1569314.6719,1119249.25024,8226782.3009,3682387.6176
2881,SDF2L1,53914.60178,8507.015996,16724.35331,11355.545306,98810.94743999999,47780.91544
2882,SDF4,5029635.1104,10739370.5218,33541403.6001,33523954.6522,6783673.8819,6165453.140699999
2883,SDHA,15270379.257110002,1347202.48189,1661353.9969,1762620.68788,28594155.7845,17328797.11312
2884,SDHAF4,1925501.616,406882.03428,168389.68348,639812.2216,1389759.2637999998,2334312.5568
2885,SDHB,6472719.6044,311760.51556,542689.39814,660051.8334,13449649.115999999,7424866.7307
2886,SDHD,630365.842,136367.1391,188212.9265,169988.058,895098.9139,775839.7614
2887,SDK1,3457045.4861,6636035.9632,10400008.2443,7596638.984,4195096.9114,4142886.3597
2888,SEC11A,1817801.3374,172306.34823,311693.29449,296610.65126,3912011.2898,1970728.3584
2889,SEC13,4580385.51809,1577383.5062,2356267.75411,1676313.5641700001,4889424.71361,5083229.87571
2890,SEC16A,1122841.273,531135.3429,627037.1069,462595.8694,1091207.433,1290719.239
2891,SEC22B,31877546.064230002,2554982.187235,2982411.97959,3051757.71053,43103389.57152,32260075.5802
2892,SEC23A,6741095.1974,1323001.92194,2289681.41041,1412654.8636699999,9549123.7088,6554001.773800001
2893,SEC23B,8737112.4031,2426641.45034,3928688.62053,2439520.30148,12776653.922,9557474.456600001
2894,SEC23IP,16150663.89532,4520932.56745,6632904.19177,3823272.47035,21041794.2541,17604378.3393
2895,SEC24A,64713.35132,28003.43507,45843.33536,43447.64344,114756.2201,77785.78838
2896,SEC24C,12815242.4838,3672205.2944,6447399.9499,3385740.70141,18006653.8489,14046316.6513
2897,SEC31A,24183413.743300002,7727957.78507,9842645.9971,6310646.4903,26478534.3226,26618680.3466
2898,SEC31B,145111.16368,34297.214909999995,62623.84049,32715.78072,275978.01950000005,153396.86361
2899,SEC61A1,29478119.1249,1879692.89832,2045324.64013,2029102.76636,38983811.058410004,30814351.447
2900,SEC61B,14783923.6283,1289524.20364,2025917.66251,1348140.0663700001,15838115.15,17019278.1626
2901,SEC61G,159327.8803,42502.57062,47228.60685,63272.73735,206059.0587,138774.4971
2902,SEC62,5355105.126,747285.6658,1518928.645,1699349.527,5829008.072000001,6053646.413
2903,SEC63,22230765.69533,2694268.62665,3593565.6444099997,3531724.39773,29658411.62675,25665193.4774
2904,SEH1L,855643.6976,206904.5897,251112.4546,188561.4328,1010805.813,1101147.648
2905,SEL1L,3878418.2285,177992.03308,174564.094616,329361.36467000004,5174762.5246,4435824.7874
2906,SEMA3A,856512.97518,4363587.636700001,6055201.7599,2213734.9771,764217.84737,940253.69375
2907,SEMA3C,23381807.368371,118558816.587795,232859836.537965,121058681.702026,22208785.733725,26456433.489583
2908,SEMA3F,2857256.03297,11547657.28144,19339502.1693,11395118.025,2233599.46467,3253537.33735
2909,SEMA4B,6672570.8027,7051537.80564,22133105.0715,18802024.6915,8235424.239,7266158.82966
2910,SEMA4G,960015.9654,1122676.64,3488140.16,2548779.4,651685.2408,1006110.547
2911,SEMA5B,8684563.294,1061817.5753000001,845631.983,696117.1387,59289351.173,351493.2185
2912,SEPHS1,455633.5153,71552.94823,236501.5357,153653.0583,520303.3785,559974.6039
2913,SEPTIN10,21349729.75283,9299278.1764,11168108.68093,10380664.11771,22730686.91703,25669551.36196
2914,SEPTIN11,11280626.62466,3654270.7207199996,4863260.87239,4329780.6338,13500895.5528,12462995.41993
2915,SEPTIN2,48300221.52033,16013440.77168,18856020.60082,21216666.9524,59015108.36977,53838405.41277
2916,SEPTIN6,11009915.859199999,2970780.99026,3213294.00305,4102266.32642,10071014.8496,14094863.2524
2917,SEPTIN7,15071262.25688,5916310.671,6855627.55206,6570564.981777,19757473.135530002,17230262.21415
2918,SEPTIN8,22199429.753200002,6820224.28651,9563976.1407,9138755.55761,26037930.2317,20560047.5311
2919,SEPTIN9,136073062.07755,30751789.681791,34059396.436105,34891471.820099,160643121.19253,156094882.05929
2920,SERBP1,95154343.102303,3081574.232749,3362454.676612,3822941.7673899997,101914640.063847,109066077.271365
2921,SERF2,12734416.563000001,952914.27906,1240724.98181,1736087.04067,13140699.09,16196686.458999999
2922,SERINC1,1947223.1404,2639630.0132999998,2292215.3276,1184950.9693,1604048.1594,1829065.3411
2923,SERINC3,384124.0923,419423.7978,446042.4253,321150.3806,821058.9868,428996.218
2924,SERINC5,3501418.6925,20224581.4015,20273445.107,14134808.8689,3153717.526,4237681.2005
2925,SERPINA7,172809.29288,381249.71255,1076298.3632,2273609.719,185990.74927,190351.38152
2926,SERPINB1,12537431.3496,1729863.60494,3930507.5395899997,2722439.72086,16692531.102699999,11152646.6112
2927,SERPINB6,30288519.19556,4292757.447341,9242903.12931,8085873.918260001,33279746.7009,35265322.2573
2928,SERPINC1,2535243.94748,12300820.589000002,32609787.858599998,62474585.4949,1636001.54907,3152241.73774
2929,SERPINE1,47642234.546214,78897135.801572,385668127.2678,140679858.894669,38949136.658284,37114351.338167
2930,SERPINF2,359810.4961,1160478.721,4191148.073,8460152.76,326363.553,445081.0867
2931,SERPING1,318040.9545,729667.0336,2263075.571,3122153.178,937401.4006,374405.8849
2932,SERPINH1,60004813.81406,7508396.72167,15648364.08923,9881652.12665,69162501.50983,54638938.0943
2933,SET,33884372.10237,7211627.447734,15840727.51544,13110194.03918,29984371.92132,45783150.18485
2934,SETD3,229785.9344,64615.70065,92147.81586,70543.6059,274636.6276,307761.6595
2935,SEZ6L2,3219576.6579799997,2131234.75248,4624383.76829,2876580.06464,2932630.6982699996,3753068.8930300004
2936,SF1,5236361.66051,706496.363693,1503026.41517,3239932.3721299996,6348463.35285,5921163.12966
2937,SF3A1,28056566.25078,6418601.621513,12477143.09891,5329000.352112,34720656.96906,30928745.9796
2938,SF3A2,913249.2064799999,104495.055267,84900.660369,98332.401527,1180972.77895,894492.58461
2939,SF3A3,15464498.76171,4775577.55429,10356518.61305,5053488.11557,16177998.39165,19592196.6861
2940,SF3B1,41586099.218662,10432572.518768,20781844.760417,8072752.454729,51439444.371644,49065976.018642
2941,SF3B2,24264503.56261,5537340.768819001,9966771.46515,5008528.480141,27464237.62644,28876688.062429998
2942,SF3B3,33917339.93934,13230785.67094,29336684.99119,10836548.18101,40724545.9294,38949750.37454
2943,SF3B5,1845119.542,972958.0901,1599014.6,723640.9554,2929807.396,2159472.109
2944,SF3B6,6596531.004600001,1867942.72136,2852973.0723599996,1561035.07588,8165967.6719,7721551.9099
2945,SFN,108579570.2224,15921023.3928,29930237.6549,21045636.2068,114534792.387,84171430.7836
2946,SFPQ,132249185.550059,12032400.718545,14749798.911368,13426404.500386,172943026.84504,148028599.0363
2947,SFRP1,806420.2664099999,2705436.6792,5236166.4417,3558490.7662000004,1193499.8789,1042192.547
2948,SFXN1,7381401.578040001,646817.901236,770761.45694,653245.1006799999,10924065.12404,8491393.85881
2949,SGPL1,9341927.4462,781402.9338,1237159.3689000001,1042690.6313,11338116.878800001,9235540.3308
2950,SGSH,3942410.2159,2460936.2221,7135450.3529,4706134.0462,6546111.716399999,4841089.8922999995
2951,SGSM3,2367581.774,1047475.357,1436442.658,998491.4222,2580894.271,2821407.715
2952,SGTA,1209357.5318999998,314172.47689,485717.01875,743111.4741700001,1575336.5689,1374720.5267
2953,SH2D4B,338222.8792,27940.73677,90505.80138,26063.33562,637369.8148,326034.0353
2954,SH3BGRL,49851132.1304,3410187.0570799997,4148654.6842,5446087.83392,47187421.1182,56147154.1746
2955,SH3BGRL3,44232519.150919996,2966685.977042,3571355.897254,4870223.374593,46469780.23674,48668870.95742
2956,SH3BP4,3690681.3469700003,3344126.66789,2536467.85003,3899884.80997,4200414.5687,4227677.0458700005
2957,SH3D21,1885944.9,698345.6701,877821.9141,356877.8027,1415841.797,1529109.141
2958,SH3GL1,3954681.7575,1329989.74639,1431580.40307,1746044.0361600001,4712839.132999999,5364837.8295
2959,SH3GLB1,19560502.2181,2549139.47924,2995923.4581500003,3547675.2620599996,19920499.0972,22902121.5573
2960,SH3GLB2,1516317.2253700001,406516.60208000004,535342.12234,433848.4193,1843996.5346,1650946.78726
2961,SH3KBP1,3081154.0421,388501.9631,525996.8293999999,624786.9698,3580287.5995,3559989.727
2962,SH3PXD2B,2804126.666,250817.68570000003,392393.7792,376298.8259,2990993.796,2826472.262
2963,SHC1,4554515.45486,920985.04913,989556.7781400001,1057890.5855,7479909.713699999,5852983.58351
2964,SHMT1,325484.9341,156963.3734,196988.4484,137369.3352,404144.0426,479126.7423
2965,SHMT2,32019831.5379,2700761.85499,3551012.72339,3344016.13724,48588070.8192,36985612.2932
2966,SHROOM4,757329.8644600001,84317.99343,116357.57755,116641.79192,757290.33713,969562.4788
2967,SHTN1,13859406.411,2127722.93989,2811506.12611,2502836.00188,16931892.7107,15468687.9447
2968,SIGMAR1,3291848.4000000004,827354.7303500001,1317261.28679,867206.7957000001,3540145.1617,2841393.9806000004
2969,SIN3A,140989.9731,44214.57785,71272.57751,63060.67061,203884.5681,152208.7559
2970,SIRT2,1006922.506,333079.5209,468377.0852,411392.2032,1127018.468,1089175.871
2971,SKIC2,25301922.16068,10717074.79534,11051573.24214,8743666.86726,22371054.8115,42269608.663600005
2972,SKIC3,4162669.21919,1551758.12346,2037705.46535,1439922.99168,4759949.1039,4855561.0882
2973,SKIC8,6217578.9045,2220254.80645,3049297.69446,1837521.07499,7382180.608589999,7794471.84928
2974,SKP1,47097217.25916,6728660.86548,13260743.807372,12550749.552014,44358023.245309,57371192.80673
2975,SLC12A2,3160422.2364,2142029.6842,1934622.5417,2260565.6998,3625369.6223999998,3588349.3653
2976,SLC12A6,30752.54711,24373.53237,36461.31712,65072.36361,52657.14648,43919.27938
2977,SLC12A7,15510938.98075,18430418.37726,13409435.463750001,20897841.48923,19659735.18119,18543708.1962
2978,SLC15A4,1555625.361,482648.7878,509196.4661,323054.2753,1821125.785,1466631.835
2979,SLC16A1,2694608.50727,4239908.83341,2787033.28542,5590938.25999,2436888.0962300003,3422226.32241
2980,SLC16A3,25975758.152620003,36847472.4421,25216069.0264,40327771.599,24689072.573400002,33469005.841000002
2981,SLC16A5,851561.678,256062.1055,326983.0507,331141.5406,917308.1556,873417.8133
2982,SLC17A6,1451499.1717,844039.0063,1247800.8931,572143.3755999999,943559.9425,1029318.9657999999
2983,SLC1A5,9601001.34021,18197106.946,16389134.420100002,21026209.19558,10772207.19429,10239219.60536
2984,SLC25A1,57173524.48596,5496384.633749,9021091.68806494,5174780.3172079995,71468094.87539,58789947.15503
2985,SLC25A10,3875508.89365,403441.95834,589112.72688,645170.0054200001,5389555.3423,3709800.23056
2986,SLC25A11,2368328.9353,163286.52499,235959.36861,211327.289,2758005.4560000002,2429422.7852
2987,SLC25A12,8846131.3792,834991.386024,1025305.9391699999,1376625.98273,13954250.386,8747177.34825
2988,SLC25A13,4537751.774,314543.75642,403718.94683000003,450495.02481,6787963.4308,4347106.7845
2989,SLC25A17,144802.7065,31292.3293,56621.55634,41230.73684,167629.6076,199665.4881
2990,SLC25A20,305656.7347,30456.3065,59544.98859,66706.64962,480870.8927,281936.499
2991,SLC25A22,21067435.3798,799455.486159,1073202.41599,1160418.774094,35569430.506400004,19938307.7127
2992,SLC25A24,15283753.143,1272280.35007,1429869.47825,1670063.9129899999,21513397.8782,14794920.917800002
2993,SLC25A3,79531874.53626,5297552.777489999,9036578.239382,16417212.321689999,108150265.8527,84302053.17409
2994,SLC25A4,6616965.5592,287621.75023999996,369250.99664,388035.73602,8799888.9375,6474375.214400001
2995,SLC25A5,29689151.71115,1701484.007849,2366032.9219176,2589865.411126,36299480.0982,33794527.011709996
2996,SLC25A6,477185422.15946,7496004.362186,6347897.590692,14682382.499938,716128411.92541,431360878.08624303
2997,SLC26A2,12245599.2514,20704905.1955,12669101.8084,25976430.998499997,9879829.4318,14567342.6882
2998,SLC29A1,14573560.5791,36928397.386,24369298.2349,37761082.4997,9194675.1482,18582729.8314
